"","symbol","date","open","high","low","close","volume","adjusted"
"46","GLD",2013-03-08,151.610000610352,153.289993286133,151.399993896484,152.710006713867,11859500,152.710006713867
"47","GLD",2013-03-11,152.820007324219,153.059997558594,152.649993896484,152.990005493164,4810700,152.990005493164
"48","GLD",2013-03-12,154.070007324219,154.690002441406,153.899993896484,154.190002441406,7265700,154.190002441406
"49","GLD",2013-03-13,154.259994506836,154.600006103516,153.419998168945,153.660003662109,7436400,153.660003662109
"50","GLD",2013-03-14,153.020004272461,154.169998168945,153.009994506836,153.679992675781,11410400,153.679992675781
"51","GLD",2013-03-15,154.119995117188,154.720001220703,153.970001220703,154,5701300,154
"52","GLD",2013-03-18,155.699996948242,155.929992675781,155,155.380004882812,9302400,155.380004882812
"53","GLD",2013-03-19,155.220001220703,156.339996337891,155.100006103516,156.080001831055,11023400,156.080001831055
"54","GLD",2013-03-20,155.529998779297,155.830001831055,154.880004882812,155.369995117188,8221500,155.369995117188
"55","GLD",2013-03-21,156.169998168945,156.429992675781,155.880004882812,156.25,4992000,156.25
"56","GLD",2013-03-22,155.449996948242,155.990005493164,155.419998168945,155.550003051758,4746300,155.550003051758
"57","GLD",2013-03-25,154.710006713867,155.570007324219,154.360000610352,155.240005493164,6819100,155.240005493164
"58","GLD",2013-03-26,154.470001220703,154.910003662109,154.279998779297,154.720001220703,7388700,154.720001220703
"59","GLD",2013-03-27,154.669998168945,155.619995117188,154.509994506836,155.360000610352,6717000,155.360000610352
"60","GLD",2013-03-28,154.5,154.800003051758,154.220001220703,154.449996948242,6851200,154.449996948242
"61","GLD",2013-04-01,154.570007324219,154.929992675781,154.300003051758,154.669998168945,4288100,154.669998168945
"62","GLD",2013-04-02,153.089996337891,153.309997558594,152.259994506836,152.429992675781,9398300,152.429992675781
"63","GLD",2013-04-03,152.020004272461,152.529998779297,149.919998168945,150.729995727539,15740800,150.729995727539
"64","GLD",2013-04-04,149.649993896484,150.600006103516,149.440002441406,150.289993286133,12429000,150.289993286133
"65","GLD",2013-04-05,151.539993286133,152.960006713867,151.070007324219,152.809997558594,14491800,152.809997558594
"66","GLD",2013-04-08,152.389999389648,152.589996337891,151.600006103516,152.160003662109,6246000,152.160003662109
"67","GLD",2013-04-09,152.320007324219,153.850006103516,152.279998779297,153.339996337891,7042200,153.339996337891
"68","GLD",2013-04-10,152.669998168945,152.710006713867,150.580001831055,150.75,18507400,150.75
"69","GLD",2013-04-11,150.759994506836,151.710006713867,150.630004882812,151.050003051758,8063200,151.050003051758
"70","GLD",2013-04-12,148.649993896484,148.850006103516,143.429992675781,143.949996948242,55601800,143.949996948242
"71","GLD",2013-04-15,136,136.75,130.509994506836,131.309997558594,93804200,131.309997558594
"72","GLD",2013-04-16,134.899993896484,135.110000610352,131.759994506836,132.800003051758,45650800,132.800003051758
"73","GLD",2013-04-17,133.809997558594,134.949996948242,132.320007324219,132.869995117188,25444100,132.869995117188
"74","GLD",2013-04-18,134.119995117188,135.309997558594,133.619995117188,134.300003051758,20040500,134.300003051758
"75","GLD",2013-04-19,136,136.020004272461,134.600006103516,135.470001220703,15659300,135.470001220703
"76","GLD",2013-04-22,138.149993896484,138.270004272461,137.220001220703,137.899993896484,16568500,137.899993896484
"77","GLD",2013-04-23,137.220001220703,137.240005493164,135.850006103516,136.880004882812,14644900,136.880004882812
"78","GLD",2013-04-24,138.089996337891,138.550003051758,137.449996948242,138.369995117188,10369300,138.369995117188
"79","GLD",2013-04-25,140,142.080001831055,139.789993286133,141.630004882812,18886900,141.630004882812
"80","GLD",2013-04-26,142.300003051758,143.429992675781,140.039993286133,140.910003662109,19307800,140.910003662109
"81","GLD",2013-04-29,142.130004882812,142.660003662109,141.490005493164,142.300003051758,11004500,142.300003051758
"82","GLD",2013-04-30,142.270004272461,142.830001831055,141.550003051758,142.770004272461,11284400,142.770004272461
"83","GLD",2013-05-01,140.589996337891,141.550003051758,139.300003051758,141.110000610352,13931100,141.110000610352
"84","GLD",2013-05-02,142,142.470001220703,141.639999389648,141.919998168945,11502200,141.919998168945
"85","GLD",2013-05-03,141.699996948242,142.710006713867,141.399993896484,142.089996337891,11667100,142.089996337891
"86","GLD",2013-05-06,142.330001831055,142.460006713867,141.630004882812,142.149993896484,7730300,142.149993896484
"87","GLD",2013-05-07,140.380004882812,140.639999389648,139.369995117188,140.380004882812,13627400,140.380004882812
"88","GLD",2013-05-08,141.779998779297,142.809997558594,141.490005493164,142.460006713867,11161100,142.460006713867
"89","GLD",2013-05-09,141.330001831055,142.360000610352,140.509994506836,140.809997558594,8263000,140.809997558594
"90","GLD",2013-05-10,138.220001220703,139.75,137.259994506836,139.600006103516,14650600,139.600006103516
"91","GLD",2013-05-13,138.460006713867,138.970001220703,138.160003662109,138.429992675781,6714100,138.429992675781
"92","GLD",2013-05-14,137.949996948242,139.160003662109,137.639999389648,137.809997558594,9895700,137.809997558594
"93","GLD",2013-05-15,136.589996337891,136.979995727539,134.229995727539,134.630004882812,19062400,134.630004882812
"94","GLD",2013-05-16,133.179992675781,134.479995727539,133,134.089996337891,12759200,134.089996337891
"95","GLD",2013-05-17,133.169998168945,133.479995727539,131.020004272461,131.070007324219,20346500,131.070007324219
"96","GLD",2013-05-20,130.880004882812,135.320007324219,130.850006103516,135.119995117188,21594000,135.119995117188
"97","GLD",2013-05-21,132.169998168945,133.649993896484,131.449996948242,132.880004882812,14542500,132.880004882812
"98","GLD",2013-05-22,134.179992675781,136.770004272461,130.949996948242,131.940002441406,25975200,131.940002441406
"99","GLD",2013-05-23,134.509994506836,134.839996337891,133.119995117188,134.610000610352,10267600,134.610000610352
"100","GLD",2013-05-24,134.110000610352,134.509994506836,133.639999389648,133.759994506836,5522600,133.759994506836
"101","GLD",2013-05-28,133.679992675781,135.570007324219,132.800003051758,133.490005493164,12466400,133.490005493164
"102","GLD",2013-05-29,134.089996337891,134.910003662109,133.639999389648,134.830001831055,8762200,134.830001831055
"103","GLD",2013-05-30,136.669998168945,137.110000610352,136.259994506836,136.699996948242,8611700,136.699996948242
"104","GLD",2013-05-31,135.710006713867,136.050003051758,133.889999389648,133.919998168945,9726600,133.919998168945
"105","GLD",2013-06-03,134.770004272461,136.979995727539,134.429992675781,136.509994506836,9173000,136.509994506836
"106","GLD",2013-06-04,135.210006713867,135.440002441406,134.270004272461,135.229995727539,5505200,135.229995727539
"107","GLD",2013-06-05,135.470001220703,136.369995117188,135.009994506836,135.520004272461,7444900,135.520004272461
"108","GLD",2013-06-06,135.389999389648,137.619995117188,134.979995727539,136.529998779297,9847700,136.529998779297
"109","GLD",2013-06-07,134.110000610352,134.619995117188,133.179992675781,133.279998779297,11054400,133.279998779297
"110","GLD",2013-06-10,133.300003051758,134.279998779297,132.990005493164,133.940002441406,6142800,133.940002441406
"111","GLD",2013-06-11,132.309997558594,133.509994506836,132.240005493164,133.25,7199300,133.25
"112","GLD",2013-06-12,132.949996948242,134.830001831055,132.830001831055,134.25,6550600,134.25
"113","GLD",2013-06-13,133.309997558594,134.199996948242,132.820007324219,133.740005493164,7161800,133.740005493164
"114","GLD",2013-06-14,134,134.600006103516,133.880004882812,134.429992675781,4278700,134.429992675781
"115","GLD",2013-06-17,133.889999389648,134.059997558594,133.520004272461,133.770004272461,4072300,133.770004272461
"116","GLD",2013-06-18,132.720001220703,132.960006713867,131.529998779297,132.130004882812,7379300,132.130004882812
"117","GLD",2013-06-19,132.580001831055,133.149993896484,130.380004882812,130.589996337891,13017800,130.589996337891
"118","GLD",2013-06-20,125.220001220703,126.379997253418,123.330001831055,123.599998474121,28872100,123.599998474121
"119","GLD",2013-06-21,125.160003662109,125.569999694824,124.459999084473,125.050003051758,16600000,125.050003051758
"120","GLD",2013-06-24,124.309997558594,124.699996948242,123.309997558594,123.930000305176,12749300,123.930000305176
"121","GLD",2013-06-25,123.650001525879,123.900001525879,122.879997253418,123.470001220703,9369200,123.470001220703
"122","GLD",2013-06-26,119.879997253418,119.900001525879,118.059997558594,118.279998779297,24748800,118.279998779297
"123","GLD",2013-06-27,119.099998474121,119.51000213623,115.650001525879,115.940002441406,30001900,115.940002441406
"124","GLD",2013-06-28,115.220001220703,119.330001831055,114.680000305176,119.110000610352,32981900,119.110000610352
"125","GLD",2013-07-01,119.940002441406,121.949996948242,119.379997253418,121.129997253418,15945200,121.129997253418
"126","GLD",2013-07-02,121.339996337891,121.470001220703,119.779998779297,120.050003051758,10550300,120.050003051758
"127","GLD",2013-07-03,120.699996948242,121.769996643066,120.540000915527,120.73999786377,6750300,120.73999786377
"128","GLD",2013-07-05,118.080001831055,118.180000305176,116.73999786377,118.089996337891,11592500,118.089996337891
"129","GLD",2013-07-08,119.089996337891,119.660003662109,118.930000305176,119.51000213623,8652200,119.51000213623
"130","GLD",2013-07-09,120.839996337891,121.51000213623,120.050003051758,120.620002746582,8201400,120.620002746582
"131","GLD",2013-07-10,121.150001525879,122.349998474121,120.589996337891,120.949996948242,14697100,120.949996948242
"132","GLD",2013-07-11,124.26000213623,124.360000610352,123.470001220703,124.23999786377,11279400,124.23999786377
"133","GLD",2013-07-12,123.519996643066,124.300003051758,123.319999694824,124.129997253418,6583800,124.129997253418
"134","GLD",2013-07-15,124.080001831055,124.389999389648,123.839996337891,124.180000305176,4133200,124.180000305176
"135","GLD",2013-07-16,124.76000213623,125.209999084473,124.330001831055,124.889999389648,5577300,124.889999389648
"136","GLD",2013-07-17,125.040000915527,125.699996948242,122.730003356934,123.319999694824,10882400,123.319999694824
"137","GLD",2013-07-18,124.110000610352,124.519996643066,123.779998779297,124.01000213623,6150900,124.01000213623
"138","GLD",2013-07-19,124.889999389648,125.419998168945,124.650001525879,125.110000610352,5767800,125.110000610352
"139","GLD",2013-07-22,127.650001525879,129.460006713867,127.589996337891,128.839996337891,10851900,128.839996337891
"140","GLD",2013-07-23,128.699996948242,130.139999389648,128.350006103516,129.710006713867,8820100,129.710006713867
"141","GLD",2013-07-24,129.169998168945,129.399993896484,126.870002746582,127.480003356934,9979100,127.480003356934
"142","GLD",2013-07-25,127.699996948242,128.869995117188,127.639999389648,128.669998168945,4702400,128.669998168945
"143","GLD",2013-07-26,128.110000610352,128.970001220703,126.779998779297,128.779998779297,6148500,128.779998779297
"144","GLD",2013-07-29,128.449996948242,128.779998779297,128.25,128.470001220703,3554100,128.470001220703
"145","GLD",2013-07-30,127.949996948242,128.309997558594,127.220001220703,128.119995117188,4487700,128.119995117188
"146","GLD",2013-07-31,127.76000213623,128.919998168945,126.129997253418,127.959999084473,16015300,127.959999084473
"147","GLD",2013-08-01,127.839996337891,127.889999389648,126.330001831055,126.610000610352,10564300,126.610000610352
"148","GLD",2013-08-02,126.73999786377,127.25,126.319999694824,126.360000610352,6466300,126.360000610352
"149","GLD",2013-08-05,126.51000213623,126.639999389648,125.339996337891,125.699996948242,4003900,125.699996948242
"150","GLD",2013-08-06,124.330001831055,124.550003051758,123.550003051758,123.970001220703,6016200,123.970001220703
"151","GLD",2013-08-07,124,124.599998474121,123.849998474121,124.150001525879,5304700,124.150001525879
"152","GLD",2013-08-08,124.779998779297,126.98999786377,124.769996643066,126.860000610352,8653600,126.860000610352
"153","GLD",2013-08-09,126.51000213623,127.269996643066,126.300003051758,126.860000610352,6192000,126.860000610352
"154","GLD",2013-08-12,129.570007324219,129.710006713867,128.880004882812,129.130004882812,7414300,129.130004882812
"155","GLD",2013-08-13,128.490005493164,128.649993896484,127.379997253418,127.73999786377,7336100,127.73999786377
"156","GLD",2013-08-14,127.660003662109,129.070007324219,127.569999694824,129,8713200,129
"157","GLD",2013-08-15,128.059997558594,132.360000610352,127.980003356934,131.690002441406,17226300,131.690002441406
"158","GLD",2013-08-16,132.559997558594,133.270004272461,131.389999389648,132.580001831055,14447100,132.580001831055
"159","GLD",2013-08-19,132.330001831055,132.5,131.589996337891,132.009994506836,8118400,132.009994506836
"160","GLD",2013-08-20,132.029998779297,133.130004882812,132.020004272461,132.449996948242,7809100,132.449996948242
"161","GLD",2013-08-21,131.740005493164,133.229995727539,131.509994506836,132.070007324219,10720200,132.070007324219
"162","GLD",2013-08-22,132.559997558594,133.460006713867,132.270004272461,132.809997558594,5741800,132.809997558594
"163","GLD",2013-08-23,132.580001831055,135.240005493164,132.5,134.899993896484,11623400,134.899993896484
"164","GLD",2013-08-26,134.880004882812,135.600006103516,134.149993896484,135.449996948242,7692100,135.449996948242
"165","GLD",2013-08-27,136.940002441406,137.550003051758,136.520004272461,136.75,11283300,136.75
"166","GLD",2013-08-28,137.210006713867,137.460006713867,136.660003662109,136.710006713867,13650400,136.710006713867
"167","GLD",2013-08-29,136.119995117188,136.550003051758,135.419998168945,135.869995117188,7939400,135.869995117188
"168","GLD",2013-08-30,134.649993896484,135.710006713867,134.440002441406,134.619995117188,7680000,134.619995117188
"169","GLD",2013-09-03,135.460006713867,136.789993286133,135.029998779297,136.419998168945,8100700,136.419998168945
"170","GLD",2013-09-04,134.610000610352,134.839996337891,133.720001220703,134.660003662109,7785400,134.660003662109
"171","GLD",2013-09-05,134.130004882812,134.350006103516,131.800003051758,132.199996948242,11118600,132.199996948242
"172","GLD",2013-09-06,133.419998168945,134.399993896484,133.330001831055,134.149993896484,8448700,134.149993896484
"173","GLD",2013-09-09,134.130004882812,134.320007324219,133.669998168945,133.910003662109,5090500,133.910003662109
"174","GLD",2013-09-10,131.820007324219,132,131.110000610352,131.740005493164,8433100,131.740005493164
"175","GLD",2013-09-11,131.580001831055,131.809997558594,131.259994506836,131.699996948242,5046600,131.699996948242
"176","GLD",2013-09-12,128.619995117188,128.779998779297,127.610000610352,127.669998168945,12944000,127.669998168945
"177","GLD",2013-09-13,127.160003662109,127.959999084473,126.209999084473,127.819999694824,12060400,127.819999694824
"178","GLD",2013-09-16,127.480003356934,128.020004272461,126.330001831055,126.449996948242,9829100,126.449996948242
"179","GLD",2013-09-17,126.809997558594,126.98999786377,126.110000610352,126.5,8135500,126.5
"180","GLD",2013-09-18,125.319999694824,132.160003662109,125.150001525879,132.009994506836,24780000,132.009994506836
"181","GLD",2013-09-19,132,132.779998779297,131.220001220703,131.75,14353900,131.75
"182","GLD",2013-09-20,130.600006103516,130.910003662109,127.900001525879,127.959999084473,19558200,127.959999084473
"183","GLD",2013-09-23,127.519996643066,128.440002441406,127.330001831055,127.550003051758,7421800,127.550003051758
"184","GLD",2013-09-24,126.400001525879,128.210006713867,126.339996337891,127.660003662109,7349700,127.660003662109
"185","GLD",2013-09-25,127.569999694824,129.210006713867,127.519996643066,128.789993286133,7519100,128.789993286133
"186","GLD",2013-09-26,128.610000610352,128.990005493164,127.319999694824,127.790000915527,9491300,127.790000915527
"187","GLD",2013-09-27,128.860000610352,129.580001831055,128.839996337891,128.970001220703,7430200,128.970001220703
"188","GLD",2013-09-30,127.949996948242,129.139999389648,127.699996948242,128.179992675781,8979000,128.179992675781
"189","GLD",2013-10-01,125.25,125.26000213623,123.809997558594,124.589996337891,16721100,124.589996337891
"190","GLD",2013-10-02,125.370002746582,127.809997558594,125.339996337891,127.059997558594,11994200,127.059997558594
"191","GLD",2013-10-03,126.769996643066,127.690002441406,126.220001220703,127.180000305176,11632900,127.180000305176
"192","GLD",2013-10-04,127.050003051758,127.150001525879,126,126.529998779297,6923700,126.529998779297
"193","GLD",2013-10-07,127.25,128.330001831055,127.120002746582,127.639999389648,6732800,127.639999389648
"194","GLD",2013-10-08,127.790000915527,128.449996948242,127.209999084473,127.400001525879,6999700,127.400001525879
"195","GLD",2013-10-09,126.209999084473,126.889999389648,124.970001220703,126.110000610352,10705100,126.110000610352
"196","GLD",2013-10-10,125.339996337891,125.830001831055,124.099998474121,124.269996643066,10523600,124.269996643066
"197","GLD",2013-10-11,122.370002746582,122.809997558594,121.849998474121,122.599998474121,15972600,122.599998474121
"198","GLD",2013-10-14,123.900001525879,124.23999786377,122.809997558594,122.830001831055,6118200,122.830001831055
"199","GLD",2013-10-15,122.279998779297,124.360000610352,122.220001220703,123.730003356934,8384200,123.730003356934
"200","GLD",2013-10-16,123.519996643066,123.889999389648,122.51000213623,123.540000915527,8523400,123.540000915527
"201","GLD",2013-10-17,127.01000213623,127.860000610352,126.809997558594,127.419998168945,11785100,127.419998168945
"202","GLD",2013-10-18,126.870002746582,127.330001831055,126.599998474121,126.849998474121,5350500,126.849998474121
"203","GLD",2013-10-21,127.129997253418,127.339996337891,126.790000915527,126.980003356934,3395200,126.980003356934
"204","GLD",2013-10-22,128.25,129.809997558594,128.220001220703,129.339996337891,8849000,129.339996337891
"205","GLD",2013-10-23,128.550003051758,129.089996337891,128.350006103516,128.690002441406,5092200,128.690002441406
"206","GLD",2013-10-24,129.410003662109,130.529998779297,129.410003662109,129.899993896484,10221400,129.899993896484
"207","GLD",2013-10-25,129.529998779297,130.919998168945,129.460006713867,130.460006713867,8767900,130.460006713867
"208","GLD",2013-10-28,130.410003662109,131.440002441406,130.100006103516,130.559997558594,6807800,130.559997558594
"209","GLD",2013-10-29,130.160003662109,130.589996337891,129.570007324219,129.770004272461,5328500,129.770004272461
"210","GLD",2013-10-30,130.830001831055,131.220001220703,128.809997558594,129.600006103516,8896000,129.600006103516
"211","GLD",2013-10-31,128.039993286133,128.490005493164,127.300003051758,127.73999786377,7753300,127.73999786377
"212","GLD",2013-11-01,126.860000610352,127.169998168945,126.050003051758,126.949996948242,9566200,126.949996948242
"213","GLD",2013-11-04,127.180000305176,127.519996643066,126.73999786377,126.809997558594,3819300,126.809997558594
"214","GLD",2013-11-05,126.709999084473,126.860000610352,126,126.559997558594,4941200,126.559997558594
"215","GLD",2013-11-06,127.110000610352,127.360000610352,126.919998168945,127.199996948242,3544900,127.199996948242
"216","GLD",2013-11-07,126.139999389648,126.849998474121,125.860000610352,126.160003662109,7700100,126.160003662109
"217","GLD",2013-11-08,124.459999084473,124.459999084473,123.620002746582,124.279998779297,8427300,124.279998779297
"218","GLD",2013-11-11,123.919998168945,123.970001220703,123.660003662109,123.870002746582,3277700,123.870002746582
"219","GLD",2013-11-12,123.51000213623,123.870002746582,121.730003356934,122.449996948242,7705600,122.449996948242
"220","GLD",2013-11-13,122.970001220703,123.23999786377,122.389999389648,122.849998474121,5967000,122.849998474121
"221","GLD",2013-11-14,123.919998168945,124.910003662109,123.879997253418,124.269996643066,7669700,124.269996643066
"222","GLD",2013-11-15,124.160003662109,124.519996643066,124.069999694824,124.319999694824,4660700,124.319999694824
"223","GLD",2013-11-18,123.699996948242,123.959999084473,122.550003051758,122.900001525879,6241300,122.900001525879
"224","GLD",2013-11-19,122.970001220703,123.400001525879,122.830001831055,122.949996948242,3666500,122.949996948242
"225","GLD",2013-11-20,121.669998168945,122.440002441406,119.76000213623,120.120002746582,14281000,120.120002746582
"226","GLD",2013-11-21,119.809997558594,120.349998474121,119.309997558594,119.940002441406,7557500,119.940002441406
"227","GLD",2013-11-22,120.23999786377,120.400001525879,119.819999694824,119.919998168945,6774400,119.919998168945
"228","GLD",2013-11-25,119.180000305176,121,119.129997253418,120.459999084473,7266300,120.459999084473
"229","GLD",2013-11-26,119.839996337891,120.400001525879,119.589996337891,119.819999694824,9053300,119.819999694824
"230","GLD",2013-11-27,120.48999786377,120.690002441406,119.25,119.459999084473,6144600,119.459999084473
"231","GLD",2013-11-29,120.669998168945,121.050003051758,120.620002746582,120.699996948242,2364700,120.699996948242
"232","GLD",2013-12-02,119.199996948242,119.290000915527,117.5,117.580001831055,10297100,117.580001831055
"233","GLD",2013-12-03,117.580001831055,118.309997558594,117.230003356934,117.959999084473,7004800,117.959999084473
"234","GLD",2013-12-04,118.330001831055,120.76000213623,118.160003662109,119.959999084473,9110700,119.959999084473
"235","GLD",2013-12-05,118.199996948242,119.23999786377,117.410003662109,118.300003051758,10254700,118.300003051758
"236","GLD",2013-12-06,118.860000610352,119.26000213623,118.01000213623,118.550003051758,7909500,118.550003051758
"237","GLD",2013-12-09,118.98999786377,119.919998168945,118.949996948242,119.720001220703,5510400,119.720001220703
"238","GLD",2013-12-10,122.139999389648,122.319999694824,121.470001220703,121.819999694824,9155600,121.819999694824
"239","GLD",2013-12-11,121.48999786377,121.809997558594,120.76000213623,120.860000610352,9934900,120.860000610352
"240","GLD",2013-12-12,118.610000610352,118.819999694824,118.029998779297,118.290000915527,8810800,118.290000915527
"241","GLD",2013-12-13,118.889999389648,119.48999786377,118.76000213623,119.379997253418,6482100,119.379997253418
"242","GLD",2013-12-16,119.26000213623,120.769996643066,118.970001220703,119.690002441406,8189500,119.690002441406
"243","GLD",2013-12-17,118.959999084473,119.900001525879,118.370002746582,118.650001525879,8589100,118.650001525879
"244","GLD",2013-12-18,119,120.050003051758,117.290000915527,117.610000610352,16265000,117.610000610352
"245","GLD",2013-12-19,115.970001220703,116.059997558594,114.5,114.819999694824,15955400,114.819999694824
"246","GLD",2013-12-20,115.370002746582,116.470001220703,115.059997558594,115.940002441406,14693700,115.940002441406
"247","GLD",2013-12-23,115.610000610352,116.120002746582,115.430000305176,115.569999694824,6237300,115.569999694824
"248","GLD",2013-12-24,115.790000915527,116.290000915527,115.709999084473,116.099998474121,3353900,116.099998474121
"249","GLD",2013-12-26,117.230003356934,117.230003356934,116.650001525879,116.73999786377,3868400,116.73999786377
"250","GLD",2013-12-27,117.309997558594,117.379997253418,116.849998474121,117.120002746582,4206200,117.120002746582
"251","GLD",2013-12-30,116.370002746582,116.400001525879,115.180000305176,115.389999389648,6703200,115.389999389648
"252","GLD",2013-12-31,114.610000610352,117.129997253418,114.459999084473,116.120002746582,12835900,116.120002746582
"253","GLD",2014-01-02,117.930000305176,118.730003356934,117.75,118,7551000,118
"254","GLD",2014-01-03,118.639999389648,119.620002746582,118.589996337891,119.290000915527,5874400,119.290000915527
"255","GLD",2014-01-06,119.76000213623,120.389999389648,117.110000610352,119.5,10106500,119.5
"256","GLD",2014-01-07,118.459999084473,118.919998168945,118.129997253418,118.819999694824,6433700,118.819999694824
"257","GLD",2014-01-08,117.98999786377,118.519996643066,117.5,118.120002746582,7428500,118.120002746582
"258","GLD",2014-01-09,118.110000610352,118.690002441406,117.98999786377,118.459999084473,3972800,118.459999084473
"259","GLD",2014-01-10,119.720001220703,120.430000305176,119.580001831055,120.26000213623,7993200,120.26000213623
"260","GLD",2014-01-13,120.269996643066,121.040000915527,120.199996948242,121.019996643066,5872700,121.019996643066
"261","GLD",2014-01-14,120.540000915527,121.059997558594,119.720001220703,119.889999389648,7505400,119.889999389648
"262","GLD",2014-01-15,119.190002441406,119.809997558594,119.110000610352,119.660003662109,5474300,119.660003662109
"263","GLD",2014-01-16,119.839996337891,119.959999084473,119.569999694824,119.790000915527,3949500,119.790000915527
"264","GLD",2014-01-17,120.349998474121,121.019996643066,120.199996948242,120.930000305176,7923400,120.930000305176
"265","GLD",2014-01-21,119.230003356934,119.970001220703,119.230003356934,119.699996948242,6763500,119.699996948242
"266","GLD",2014-01-22,119.650001525879,119.769996643066,119.169998168945,119.190002441406,4891800,119.190002441406
"267","GLD",2014-01-23,120.970001220703,122.019996643066,120.970001220703,121.790000915527,11028200,121.790000915527
